case_id,activity,timestamp,resource,amount
ORD-014,Order Created,2024-02-10 00:00:00,Sales Rep,4628.19
ORD-014,Credit Check,2024-02-21 11:45:15,Finance Team,4628.19
ORD-014,Goods Issued,2024-02-24 04:33:21,Warehouse,4628.19
ORD-014,Invoice Sent,2024-02-26 02:07:46,Accounts Receivable,4628.19
ORD-014,Payment Received,2024-02-27 06:42:33,Accounts Receivable,4628.19
ORD-015,Order Created,2024-03-02 00:00:00,Sales Rep,19170.09
ORD-015,Credit Check,2024-03-09 22:49:35,Finance Team,19170.09
ORD-015,Goods Issued,2024-03-12 09:50:50,Warehouse,19170.09
ORD-015,Invoice Sent,2024-03-14 16:27:00,Accounts Receivable,19170.09
ORD-015,Payment Received,2024-03-17 11:02:11,Accounts Receivable,19170.09
ORD-016,Order Created,2024-04-10 00:00:00,Sales Rep,24138.53
ORD-016,Credit Check,2024-04-21 19:55:35,Finance Team,24138.53
ORD-016,Goods Issued,2024-04-24 12:40:27,Warehouse,24138.53
ORD-016,Invoice Sent,2024-04-26 23:19:02,Accounts Receivable,24138.53
ORD-016,Payment Received,2024-04-28 10:38:40,Accounts Receivable,24138.53
ORD-017,Order Created,2024-01-27 00:00:00,Sales Rep,13547.35
ORD-017,Credit Check,2024-02-05 03:16:24,Finance Team,13547.35
ORD-017,Goods Issued,2024-02-06 23:47:43,Warehouse,13547.35
ORD-017,Invoice Sent,2024-02-08 01:00:56,Accounts Receivable,13547.35
ORD-017,Payment Received,2024-02-09 06:11:39,Accounts Receivable,13547.35
ORD-018,Order Created,2024-02-21 00:00:00,Sales Rep,2540.03
ORD-018,Credit Check,2024-03-01 09:06:42,Finance Team,2540.03
ORD-018,Goods Issued,2024-03-03 18:29:47,Warehouse,2540.03
ORD-018,Invoice Sent,2024-03-05 01:11:03,Accounts Receivable,2540.03
ORD-018,Payment Received,2024-03-07 06:11:47,Accounts Receivable,2540.03
ORD-019,Order Created,2024-01-29 00:00:00,Sales Rep,27452.21
ORD-019,Credit Check,2024-02-05 08:56:48,Finance Team,27452.21
ORD-019,Goods Issued,2024-02-06 12:38:31,Warehouse,27452.21
ORD-019,Invoice Sent,2024-02-08 02:33:00,Accounts Receivable,27452.21
ORD-019,Payment Received,2024-02-09 10:17:19,Accounts Receivable,27452.21
ORD-020,Order Created,2024-02-14 00:00:00,Sales Rep,46555.18
ORD-020,Credit Check,2024-02-23 07:53:07,Finance Team,46555.18
ORD-020,Goods Issued,2024-02-24 18:45:43,Warehouse,46555.18
ORD-020,Invoice Sent,2024-02-27 01:51:30,Accounts Receivable,46555.18
ORD-020,Payment Received,2024-02-28 19:14:25,Accounts Receivable,46555.18
ORD-021,Order Created,2024-03-15 00:00:00,Sales Rep,21408.99
ORD-021,Credit Check,2024-03-22 22:42:20,Finance Team,21408.99
ORD-021,Goods Issued,2024-03-24 04:33:57,Warehouse,21408.99
ORD-021,Invoice Sent,2024-03-25 21:40:05,Accounts Receivable,21408.99
ORD-021,Payment Received,2024-03-28 17:11:45,Accounts Receivable,21408.99
ORD-022,Order Created,2024-01-27 00:00:00,Sales Rep,14334.48
ORD-022,Credit Check,2024-02-04 13:30:12,Finance Team,14334.48
ORD-022,Goods Issued,2024-02-07 04:46:05,Warehouse,14334.48
ORD-022,Invoice Sent,2024-02-09 22:04:59,Accounts Receivable,14334.48
ORD-022,Payment Received,2024-02-10 22:25:01,Accounts Receivable,14334.48
ORD-023,Order Created,2024-05-16 00:00:00,Sales Rep,26026.62
ORD-023,Credit Check,2024-05-24 21:48:55,Finance Team,26026.62
ORD-023,Goods Issued,2024-05-27 07:03:08,Warehouse,26026.62
ORD-023,Invoice Sent,2024-05-28 19:59:03,Accounts Receivable,26026.62
ORD-023,Payment Received,2024-05-30 07:42:08,Accounts Receivable,26026.62
ORD-024,Order Created,2024-06-08 00:00:00,Sales Rep,9246.26
ORD-024,Credit Check,2024-06-17 02:42:21,Finance Team,9246.26
ORD-024,Goods Issued,2024-06-19 12:27:02,Warehouse,9246.26
ORD-024,Invoice Sent,2024-06-21 05:54:17,Accounts Receivable,9246.26
ORD-024,Payment Received,2024-06-24 04:33:01,Accounts Receivable,9246.26
ORD-025,Order Created,2024-02-08 00:00:00,Sales Rep,48159.92
ORD-025,Credit Check,2024-02-18 18:43:28,Finance Team,48159.92
ORD-025,Goods Issued,2024-02-20 16:51:18,Warehouse,48159.92
ORD-025,Invoice Sent,2024-02-22 14:03:43,Accounts Receivable,48159.92
ORD-025,Payment Received,2024-02-23 20:59:11,Accounts Receivable,48159.92
ORD-026,Order Created,2024-05-09 00:00:00,Sales Rep,30868.65
ORD-026,Credit Check,2024-05-19 03:49:37,Finance Team,30868.65
ORD-026,Goods Issued,2024-05-20 10:31:51,Warehouse,30868.65
ORD-026,Invoice Sent,2024-05-22 11:12:25,Accounts Receivable,30868.65
ORD-026,Payment Received,2024-05-25 04:32:44,Accounts Receivable,30868.65
ORD-027,Order Created,2024-02-22 00:00:00,Sales Rep,34354.57
ORD-027,Credit Check,2024-03-03 17:22:38,Finance Team,34354.57
ORD-027,Goods Issued,2024-03-07 06:57:03,Warehouse,34354.57
ORD-027,Invoice Sent,2024-03-09 01:41:35,Accounts Receivable,34354.57
ORD-027,Payment Received,2024-03-11 21:12:29,Accounts Receivable,34354.57
ORD-028,Order Created,2024-05-02 00:00:00,Sales Rep,38319.36
ORD-028,Credit Check,2024-05-10 22:38:42,Finance Team,38319.36
ORD-028,Goods Issued,2024-05-14 01:42:21,Warehouse,38319.36
ORD-028,Invoice Sent,2024-05-16 09:35:43,Accounts Receivable,38319.36
ORD-028,Payment Received,2024-05-19 23:02:26,Accounts Receivable,38319.36
ORD-029,Order Created,2024-05-23 00:00:00,Sales Rep,20542.4
ORD-029,Credit Check,2024-06-03 00:17:00,Finance Team,20542.4
ORD-029,Goods Issued,2024-06-04 15:40:51,Warehouse,20542.4
ORD-029,Invoice Sent,2024-06-06 00:38:02,Accounts Receivable,20542.4
ORD-029,Payment Received,2024-06-07 02:35:27,Accounts Receivable,20542.4
ORD-030,Order Created,2024-06-12 00:00:00,Sales Rep,29953.75
ORD-030,Credit Check,2024-06-18 02:23:19,Finance Team,29953.75
ORD-030,Goods Issued,2024-06-20 02:58:08,Warehouse,29953.75
ORD-030,Invoice Sent,2024-06-21 13:50:27,Accounts Receivable,29953.75
ORD-030,Payment Received,2024-06-23 20:48:33,Accounts Receivable,29953.75
ORD-031,Order Created,2024-06-09 00:00:00,Sales Rep,9543.96
ORD-031,Credit Check,2024-06-17 09:15:01,Finance Team,9543.96
ORD-031,Goods Issued,2024-06-19 10:06:08,Warehouse,9543.96
ORD-031,Invoice Sent,2024-06-22 02:18:45,Accounts Receivable,9543.96
ORD-031,Payment Received,2024-06-24 10:44:44,Accounts Receivable,9543.96
ORD-032,Order Created,2024-06-26 00:00:00,Sales Rep,37025.59
ORD-032,Credit Check,2024-07-09 20:35:13,Finance Team,37025.59
ORD-032,Goods Issued,2024-07-13 03:55:18,Warehouse,37025.59
ORD-032,Invoice Sent,2024-07-14 23:34:45,Accounts Receivable,37025.59
ORD-032,Payment Received,2024-07-17 18:23:39,Accounts Receivable,37025.59
ORD-033,Order Created,2024-02-29 00:00:00,Sales Rep,41043.89
ORD-033,Credit Check,2024-03-09 01:52:16,Finance Team,41043.89
ORD-033,Goods Issued,2024-03-12 16:03:19,Warehouse,41043.89
ORD-033,Invoice Sent,2024-03-16 04:27:49,Accounts Receivable,41043.89
ORD-033,Payment Received,2024-03-18 17:25:16,Accounts Receivable,41043.89
ORD-034,Order Created,2024-01-09 00:00:00,Sales Rep,44249.18
ORD-034,Credit Check,2024-01-18 04:59:20,Finance Team,44249.18
ORD-034,Goods Issued,2024-01-21 02:07:46,Warehouse,44249.18
ORD-034,Invoice Sent,2024-01-24 07:41:50,Accounts Receivable,44249.18
ORD-034,Payment Received,2024-01-27 13:49:17,Accounts Receivable,44249.18
ORD-035,Order Created,2024-06-09 00:00:00,Sales Rep,20820.9
ORD-035,Credit Check,2024-06-18 20:27:09,Finance Team,20820.9
ORD-035,Goods Issued,2024-06-20 00:29:28,Warehouse,20820.9
ORD-035,Invoice Sent,2024-06-21 08:14:58,Accounts Receivable,20820.9
ORD-035,Payment Received,2024-06-24 03:22:48,Accounts Receivable,20820.9
ORD-036,Order Created,2024-04-21 00:00:00,Sales Rep,30715.02
ORD-036,Credit Check,2024-04-28 22:20:03,Finance Team,30715.02
ORD-036,Goods Issued,2024-05-01 17:21:07,Warehouse,30715.02
ORD-036,Invoice Sent,2024-05-02 22:26:36,Accounts Receivable,30715.02
ORD-036,Payment Received,2024-05-04 12:30:21,Accounts Receivable,30715.02
ORD-037,Order Created,2024-02-23 00:00:00,Sales Rep,27887.96
ORD-037,Credit Check,2024-03-02 16:34:23,Finance Team,27887.96
ORD-037,Goods Issued,2024-03-05 16:18:25,Warehouse,27887.96
ORD-037,Invoice Sent,2024-03-07 00:45:05,Accounts Receivable,27887.96
ORD-037,Payment Received,2024-03-08 01:37:08,Accounts Receivable,27887.96
ORD-038,Order Created,2024-02-17 00:00:00,Sales Rep,25200.79
ORD-038,Credit Check,2024-02-27 11:29:41,Finance Team,25200.79
ORD-038,Goods Issued,2024-02-29 18:40:37,Warehouse,25200.79
ORD-038,Invoice Sent,2024-03-03 11:26:23,Accounts Receivable,25200.79
ORD-038,Payment Received,2024-03-05 19:00:19,Accounts Receivable,25200.79
ORD-039,Order Created,2024-04-24 00:00:00,Sales Rep,28847.12
ORD-039,Credit Check,2024-05-03 19:37:54,Finance Team,28847.12
ORD-039,Goods Issued,2024-05-05 07:39:14,Warehouse,28847.12
ORD-039,Invoice Sent,2024-05-07 11:58:04,Accounts Receivable,28847.12
ORD-039,Payment Received,2024-05-10 10:57:16,Accounts Receivable,28847.12
ORD-040,Order Created,2024-01-08 00:00:00,Sales Rep,24850.37
ORD-040,Credit Check,2024-01-17 18:53:02,Finance Team,24850.37
ORD-040,Goods Issued,2024-01-20 09:02:05,Warehouse,24850.37
ORD-040,Invoice Sent,2024-01-22 09:09:41,Accounts Receivable,24850.37
ORD-040,Payment Received,2024-01-24 12:51:10,Accounts Receivable,24850.37
ORD-041,Order Created,2024-03-01 00:00:00,Sales Rep,25133.37
ORD-041,Credit Check,2024-03-09 23:53:01,Finance Team,25133.37
ORD-041,Goods Issued,2024-03-12 03:20:24,Warehouse,25133.37
ORD-041,Invoice Sent,2024-03-14 16:13:50,Accounts Receivable,25133.37
ORD-041,Payment Received,2024-03-15 18:19:25,Accounts Receivable,25133.37
ORD-042,Order Created,2024-06-06 00:00:00,Sales Rep,49732.98
ORD-042,Credit Check,2024-06-20 01:38:19,Finance Team,49732.98
ORD-042,Goods Issued,2024-06-23 11:08:06,Warehouse,49732.98
ORD-042,Invoice Sent,2024-06-25 13:15:22,Accounts Receivable,49732.98
ORD-042,Payment Received,2024-06-26 18:56:47,Accounts Receivable,49732.98
ORD-043,Order Created,2024-02-15 00:00:00,Sales Rep,46487.61
ORD-043,Credit Check,2024-02-29 03:50:16,Finance Team,46487.61
ORD-043,Goods Issued,2024-03-03 16:08:32,Warehouse,46487.61
ORD-043,Invoice Sent,2024-03-06 22:04:32,Accounts Receivable,46487.61
ORD-043,Payment Received,2024-03-08 19:50:09,Accounts Receivable,46487.61
ORD-044,Order Created,2024-06-09 00:00:00,Sales Rep,19869.79
ORD-044,Credit Check,2024-06-16 21:38:12,Finance Team,19869.79
ORD-044,Goods Issued,2024-06-18 05:46:20,Warehouse,19869.79
ORD-044,Invoice Sent,2024-06-20 08:29:55,Accounts Receivable,19869.79
ORD-044,Payment Received,2024-06-23 05:26:03,Accounts Receivable,19869.79
ORD-045,Order Created,2024-04-13 00:00:00,Sales Rep,35105.46
ORD-045,Credit Check,2024-04-20 16:58:04,Finance Team,35105.46
ORD-045,Goods Issued,2024-04-22 09:48:05,Warehouse,35105.46
ORD-045,Invoice Sent,2024-04-25 05:15:34,Accounts Receivable,35105.46
ORD-045,Payment Received,2024-04-27 06:43:03,Accounts Receivable,35105.46
ORD-046,Order Created,2024-05-09 00:00:00,Sales Rep,13454.02
ORD-046,Credit Check,2024-05-16 22:26:50,Finance Team,13454.02
ORD-046,Goods Issued,2024-05-19 15:11:00,Warehouse,13454.02
ORD-046,Invoice Sent,2024-05-20 21:44:28,Accounts Receivable,13454.02
ORD-046,Payment Received,2024-05-23 07:46:08,Accounts Receivable,13454.02
ORD-047,Order Created,2024-06-18 00:00:00,Sales Rep,28088.18
ORD-047,Credit Check,2024-06-28 20:32:52,Finance Team,28088.18
ORD-047,Goods Issued,2024-07-01 11:26:00,Warehouse,28088.18
ORD-047,Invoice Sent,2024-07-04 05:03:10,Accounts Receivable,28088.18
ORD-047,Payment Received,2024-07-07 00:53:18,Accounts Receivable,28088.18
ORD-048,Order Created,2024-02-26 00:00:00,Sales Rep,26055.78
ORD-048,Credit Check,2024-03-06 18:25:00,Finance Team,26055.78
ORD-048,Goods Issued,2024-03-08 03:44:31,Warehouse,26055.78
ORD-048,Invoice Sent,2024-03-09 07:08:49,Accounts Receivable,26055.78
ORD-048,Payment Received,2024-03-11 02:11:33,Accounts Receivable,26055.78
ORD-049,Order Created,2024-04-24 00:00:00,Sales Rep,3487.66
ORD-049,Credit Check,2024-05-02 00:40:16,Finance Team,3487.66
ORD-049,Goods Issued,2024-05-03 18:41:57,Warehouse,3487.66
ORD-049,Invoice Sent,2024-05-04 23:12:37,Accounts Receivable,3487.66
ORD-049,Payment Received,2024-05-07 02:58:04,Accounts Receivable,3487.66
ORD-050,Order Created,2024-06-01 00:00:00,Sales Rep,2761.17
ORD-050,Credit Check,2024-06-07 22:19:33,Finance Team,2761.17
ORD-050,Goods Issued,2024-06-10 21:27:15,Warehouse,2761.17
ORD-050,Invoice Sent,2024-06-13 13:43:23,Accounts Receivable,2761.17
ORD-050,Payment Received,2024-06-16 07:01:21,Accounts Receivable,2761.17
ORD-051,Order Created,2024-06-18 00:00:00,Sales Rep,13262.32
ORD-051,Credit Check,2024-06-28 22:27:16,Finance Team,13262.32
ORD-051,Goods Issued,2024-06-30 15:44:37,Warehouse,13262.32
ORD-051,Invoice Sent,2024-07-01 21:50:33,Accounts Receivable,13262.32
ORD-051,Payment Received,2024-07-03 22:54:36,Accounts Receivable,13262.32
ORD-052,Order Created,2024-04-17 00:00:00,Sales Rep,38729.68
ORD-052,Credit Check,2024-04-28 16:26:07,Finance Team,38729.68
ORD-052,Goods Issued,2024-04-30 02:09:05,Warehouse,38729.68
ORD-052,Invoice Sent,2024-05-01 09:55:42,Accounts Receivable,38729.68
ORD-052,Payment Received,2024-05-03 21:20:03,Accounts Receivable,38729.68
ORD-053,Order Created,2024-02-24 00:00:00,Sales Rep,27491.12
ORD-053,Credit Check,2024-03-01 19:55:22,Finance Team,27491.12
ORD-053,Goods Issued,2024-03-03 02:17:40,Warehouse,27491.12
ORD-053,Invoice Sent,2024-03-06 00:49:56,Accounts Receivable,27491.12
ORD-053,Payment Received,2024-03-08 11:07:58,Accounts Receivable,27491.12
ORD-054,Order Created,2024-04-29 00:00:00,Sales Rep,3012.31
ORD-054,Credit Check,2024-05-06 14:59:59,Finance Team,3012.31
ORD-054,Goods Issued,2024-05-08 12:04:13,Warehouse,3012.31
ORD-054,Invoice Sent,2024-05-09 15:50:10,Accounts Receivable,3012.31
ORD-054,Payment Received,2024-05-10 17:03:11,Accounts Receivable,3012.31
ORD-055,Order Created,2024-01-23 00:00:00,Sales Rep,48169.77
ORD-055,Credit Check,2024-02-02 06:48:45,Finance Team,48169.77
ORD-055,Goods Issued,2024-02-05 03:16:13,Warehouse,48169.77
ORD-055,Invoice Sent,2024-02-06 11:25:20,Accounts Receivable,48169.77
ORD-055,Payment Received,2024-02-09 20:56:18,Accounts Receivable,48169.77
ORD-056,Order Created,2024-04-05 00:00:00,Sales Rep,22675.26
ORD-056,Credit Check,2024-04-14 07:05:19,Finance Team,22675.26
ORD-056,Goods Issued,2024-04-16 17:23:21,Warehouse,22675.26
ORD-056,Invoice Sent,2024-04-19 01:04:43,Accounts Receivable,22675.26
ORD-056,Payment Received,2024-04-20 14:30:55,Accounts Receivable,22675.26
ORD-057,Order Created,2024-03-09 00:00:00,Sales Rep,47788.4
ORD-057,Credit Check,2024-03-20 14:30:19,Finance Team,47788.4
ORD-057,Goods Issued,2024-03-22 19:28:27,Warehouse,47788.4
ORD-057,Invoice Sent,2024-03-24 14:32:37,Accounts Receivable,47788.4
ORD-057,Payment Received,2024-03-26 15:50:51,Accounts Receivable,47788.4
ORD-058,Order Created,2024-01-29 00:00:00,Sales Rep,38134.46
ORD-058,Credit Check,2024-02-06 00:51:26,Finance Team,38134.46
ORD-058,Goods Issued,2024-02-07 08:18:25,Warehouse,38134.46
ORD-058,Invoice Sent,2024-02-08 15:27:11,Accounts Receivable,38134.46
ORD-058,Payment Received,2024-02-11 21:31:39,Accounts Receivable,38134.46
ORD-059,Order Created,2024-05-23 00:00:00,Sales Rep,35479.24
ORD-059,Credit Check,2024-05-30 21:42:20,Finance Team,35479.24
ORD-059,Goods Issued,2024-06-02 06:49:22,Warehouse,35479.24
ORD-059,Invoice Sent,2024-06-04 14:53:41,Accounts Receivable,35479.24
ORD-059,Payment Received,2024-06-06 05:40:16,Accounts Receivable,35479.24
ORD-060,Order Created,2024-01-23 00:00:00,Sales Rep,22258.73
ORD-060,Credit Check,2024-01-29 06:55:13,Finance Team,22258.73
ORD-060,Goods Issued,2024-02-01 04:28:46,Warehouse,22258.73
ORD-060,Invoice Sent,2024-02-03 23:02:24,Accounts Receivable,22258.73
ORD-060,Payment Received,2024-02-05 11:33:46,Accounts Receivable,22258.73
ORD-061,Order Created,2024-05-26 00:00:00,Sales Rep,1749.92
ORD-061,Credit Check,2024-06-04 00:27:05,Finance Team,1749.92
ORD-061,Goods Issued,2024-06-06 17:33:47,Warehouse,1749.92
ORD-061,Invoice Sent,2024-06-09 01:10:49,Accounts Receivable,1749.92
ORD-061,Payment Received,2024-06-10 09:00:04,Accounts Receivable,1749.92
ORD-062,Order Created,2024-01-02 00:00:00,Sales Rep,4457.87
ORD-062,Credit Check,2024-01-08 03:49:03,Finance Team,4457.87
ORD-062,Goods Issued,2024-01-10 07:56:05,Warehouse,4457.87
ORD-062,Invoice Sent,2024-01-13 05:03:57,Accounts Receivable,4457.87
ORD-062,Payment Received,2024-01-15 08:41:19,Accounts Receivable,4457.87
ORD-063,Order Created,2024-05-03 00:00:00,Sales Rep,20020.33
ORD-063,Credit Check,2024-05-09 18:30:14,Finance Team,20020.33
ORD-063,Goods Issued,2024-05-12 09:26:30,Warehouse,20020.33
ORD-063,Invoice Sent,2024-05-15 00:49:57,Accounts Receivable,20020.33
ORD-063,Payment Received,2024-05-17 06:52:39,Accounts Receivable,20020.33
ORD-064,Order Created,2024-06-16 00:00:00,Sales Rep,41200.92
ORD-064,Credit Check,2024-06-29 17:14:40,Finance Team,41200.92
ORD-064,Goods Issued,2024-07-01 09:19:19,Warehouse,41200.92
ORD-064,Invoice Sent,2024-07-02 18:07:02,Accounts Receivable,41200.92
ORD-064,Payment Received,2024-07-04 04:43:19,Accounts Receivable,41200.92
ORD-065,Order Created,2024-02-04 00:00:00,Sales Rep,1892.87
ORD-065,Credit Check,2024-02-12 00:27:49,Finance Team,1892.87
ORD-065,Goods Issued,2024-02-14 07:56:18,Warehouse,1892.87
ORD-065,Invoice Sent,2024-02-16 02:26:15,Accounts Receivable,1892.87
ORD-065,Payment Received,2024-02-18 11:09:17,Accounts Receivable,1892.87
ORD-066,Order Created,2024-04-24 00:00:00,Sales Rep,17690.6
ORD-066,Credit Check,2024-05-01 16:35:13,Finance Team,17690.6
ORD-066,Goods Issued,2024-05-02 22:15:32,Warehouse,17690.6
ORD-066,Invoice Sent,2024-05-05 07:42:08,Accounts Receivable,17690.6
ORD-066,Payment Received,2024-05-07 13:53:29,Accounts Receivable,17690.6
ORD-067,Order Created,2024-06-12 00:00:00,Sales Rep,43996.13
ORD-067,Credit Check,2024-06-22 05:01:15,Finance Team,43996.13
ORD-067,Goods Issued,2024-06-25 17:33:13,Warehouse,43996.13
ORD-067,Invoice Sent,2024-06-28 05:55:00,Accounts Receivable,43996.13
ORD-067,Payment Received,2024-06-30 11:06:31,Accounts Receivable,43996.13
ORD-068,Order Created,2024-06-25 00:00:00,Sales Rep,28857.49
ORD-068,Credit Check,2024-07-05 09:21:26,Finance Team,28857.49
ORD-068,Goods Issued,2024-07-06 15:29:10,Warehouse,28857.49
ORD-068,Invoice Sent,2024-07-08 03:29:13,Accounts Receivable,28857.49
ORD-068,Payment Received,2024-07-10 07:21:11,Accounts Receivable,28857.49
ORD-069,Order Created,2024-02-06 00:00:00,Sales Rep,43488.71
ORD-069,Credit Check,2024-02-14 22:01:46,Finance Team,43488.71
ORD-069,Goods Issued,2024-02-17 17:59:18,Warehouse,43488.71
ORD-069,Invoice Sent,2024-02-20 17:24:26,Accounts Receivable,43488.71
ORD-069,Payment Received,2024-02-22 11:55:47,Accounts Receivable,43488.71
ORD-070,Order Created,2024-04-22 00:00:00,Sales Rep,19508.72
ORD-070,Credit Check,2024-05-01 00:45:22,Finance Team,19508.72
ORD-070,Goods Issued,2024-05-03 16:25:34,Warehouse,19508.72
ORD-070,Invoice Sent,2024-05-05 07:47:19,Accounts Receivable,19508.72
ORD-070,Payment Received,2024-05-08 02:46:25,Accounts Receivable,19508.72
ORD-071,Order Created,2024-05-19 00:00:00,Sales Rep,20070.88
ORD-071,Credit Check,2024-05-30 18:01:47,Finance Team,20070.88
ORD-071,Goods Issued,2024-06-02 10:41:34,Warehouse,20070.88
ORD-071,Invoice Sent,2024-06-04 03:43:41,Accounts Receivable,20070.88
ORD-071,Payment Received,2024-06-07 01:39:17,Accounts Receivable,20070.88
ORD-072,Order Created,2024-02-21 00:00:00,Sales Rep,34161.73
ORD-072,Credit Check,2024-03-03 07:53:24,Finance Team,34161.73
ORD-072,Goods Issued,2024-03-06 01:05:02,Warehouse,34161.73
ORD-072,Invoice Sent,2024-03-08 07:42:51,Accounts Receivable,34161.73
ORD-072,Payment Received,2024-03-10 05:24:11,Accounts Receivable,34161.73
ORD-073,Order Created,2024-05-02 00:00:00,Sales Rep,17104.56
ORD-073,Credit Check,2024-05-09 06:37:58,Finance Team,17104.56
ORD-073,Goods Issued,2024-05-12 04:03:00,Warehouse,17104.56
ORD-073,Invoice Sent,2024-05-14 17:33:08,Accounts Receivable,17104.56
ORD-073,Payment Received,2024-05-15 22:59:55,Accounts Receivable,17104.56
ORD-074,Order Created,2024-06-15 00:00:00,Sales Rep,46615.53
ORD-074,Credit Check,2024-06-29 08:53:48,Finance Team,46615.53
ORD-074,Goods Issued,2024-06-30 16:54:54,Warehouse,46615.53
ORD-074,Invoice Sent,2024-07-03 16:10:06,Accounts Receivable,46615.53
